	GeoArea_FIPS	GeoArea_Name	Economic_Measure_Code	Economic_Measure_Name	Measure_Name	Data_Period_Business_Key	Estimated_Value	Unit_of_Measure_Code	Population (2017)
49	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-21	611.0	Count	1071706.0000000002
50	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-22	616.0	Count	1071706.0000000002
51	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-23	626.0	Count	1071706.0000000002
52	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-24	633.0	Count	1071706.0000000002
53	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-25	645.0	Count	1071706.0000000002
54	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-26	663.0	Count	1071706.0000000002
55	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-27	671.0	Count	1071706.0000000002
56	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-28	769.0	Count	1071706.0000000002
57	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-29	788.0	Count	1071706.0000000002
58	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-30	821.0	Count	1071706.0000000002
59	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-01	839.0	Count	1071706.0000000002
60	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-02	870.0	Count	1071706.0000000002
61	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-03	874.0	Count	1071706.0000000002
62	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-04	891.0	Count	1071706.0000000002
63	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	919.0	Count	1071706.0000000002
64	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	937.0	Count	1071706.0000000002
65	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	961.0	Count	1071706.0000000002
66	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-08	986.0	Count	1071706.0000000002
67	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-09	1013.0	Count	1071706.0000000002
68	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-10	1030.0	Count	1071706.0000000002
69	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-11	1048.0	Count	1071706.0000000002
70	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-12	1061.0	Count	1071706.0000000002
71	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-13	1080.0	Count	1071706.0000000002
72	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-14	1107.0	Count	1071706.0000000002
73	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-15	1143.0	Count	1071706.0000000002
74	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-16	1176.0	Count	1071706.0000000002
75	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-17	1212.0	Count	1071706.0000000002
76	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-18	1239.0	Count	1071706.0000000002
77	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-19	1272.0	Count	1071706.0000000002
78	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-20	1307.0	Count	1071706.0000000002
79	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-21	1345.0	Count	1071706.0000000002
80	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-22	1389.0	Count	1071706.0000000002
81	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-23	1434.0	Count	1071706.0000000002
82	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-24	1448.0	Count	1071706.0000000002
83	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-25	1471.0	Count	1071706.0000000002
84	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-26	1478.0	Count	1071706.0000000002
85	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-27	1523.0	Count	1071706.0000000002
86	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-28	1604.0	Count	1071706.0000000002
87	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-29	1661.0	Count	1071706.0000000002
88	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-30	1713.0	Count	1071706.0000000002
89	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-31	1747.0	Count	1071706.0000000002
90	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-01	1773.0	Count	1071706.0000000002
91	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-02	1878.0	Count	1071706.0000000002
92	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-03	1901.0	Count	1071706.0000000002
93	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-04	2051.0	Count	1071706.0000000002
94	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-05	2133.0	Count	1071706.0000000002
95	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-06	2186.0	Count	1071706.0000000002
96	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-07	2255.0	Count	1071706.0000000002
97	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-08	2325.0	Count	1071706.0000000002
98	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-09	2440.0	Count	1071706.0000000002
99	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-10	2541.0	Count	1071706.0000000002
100	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-11	2723.0	Count	1071706.0000000002
101	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-12	2783.0	Count	1071706.0000000002
102	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-13	2984.0	Count	1071706.0000000002
103	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-14	3021.0	Count	1071706.0000000002
104	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-15	3111.0	Count	1071706.0000000002
105	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-16	3235.0	Count	1071706.0000000002
106	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-17	3373.0	Count	1071706.0000000002
107	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-18	3507.0	Count	1071706.0000000002
108	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-19	3579.0	Count	1071706.0000000002
109	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-20	3833.0	Count	1071706.0000000002
110	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-21	3884.0	Count	1071706.0000000002
111	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-22	4086.0	Count	1071706.0000000002
112	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-23	4211.0	Count	1071706.0000000002
113	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-24	4333.0	Count	1071706.0000000002
114	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-25	4469.0	Count	1071706.0000000002
115	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-26	4668.0	Count	1071706.0000000002
116	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-27	4797.0	Count	1071706.0000000002
117	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-28	4838.0	Count	1071706.0000000002
118	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-29	5001.0	Count	1071706.0000000002
119	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-30	5178.0	Count	1071706.0000000002
120	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-01	5379.0	Count	1071706.0000000002
121	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-02	5590.0	Count	1071706.0000000002
122	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-03	5771.0	Count	1071706.0000000002
123	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-04	5810.0	Count	1071706.0000000002
124	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-05	5980.0	Count	1071706.0000000002
125	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-06	6265.0	Count	1071706.0000000002
126	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-07	6416.0	Count	1071706.0000000002
127	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-08	6605.0	Count	1071706.0000000002
128	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-09	6826.0	Count	1071706.0000000002
129	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-10	7065.0	Count	1071706.0000000002
130	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-11	7294.0	Count	1071706.0000000002
131	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-12	7490.0	Count	1071706.0000000002
132	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-13	7682.0	Count	1071706.0000000002
133	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-14	7901.0	Count	1071706.0000000002
134	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-15	8096.0	Count	1071706.0000000002
135	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-16	8273.0	Count	1071706.0000000002
136	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-17	8421.0	Count	1071706.0000000002
137	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-18	8668.0	Count	1071706.0000000002
138	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-19	8800.0	Count	1071706.0000000002
139	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-20	8974.0	Count	1071706.0000000002
140	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-21	9143.0	Count	1071706.0000000002
141	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-22	9313.0	Count	1071706.0000000002
142	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-23	9521.0	Count	1071706.0000000002
143	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-24	9714.0	Count	1071706.0000000002
144	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-25	9914.0	Count	1071706.0000000002
145	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-26	9991.0	Count	1071706.0000000002
146	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-27	10240.0	Count	1071706.0000000002
147	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-28	10377.0	Count	1071706.0000000002
148	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-29	10558.0	Count	1071706.0000000002
149	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-30	10767.0	Count	1071706.0000000002
150	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-31	10913.0	Count	1071706.0000000002
151	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-01	11037.0	Count	1071706.0000000002
152	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-02	11113.0	Count	1071706.0000000002
153	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-03	11305.0	Count	1071706.0000000002
154	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-04	11364.0	Count	1071706.0000000002
155	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-05	11492.0	Count	1071706.0000000002
156	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-06	11711.0	Count	1071706.0000000002
157	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-07	11848.0	Count	1071706.0000000002
158	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-08	11983.0	Count	1071706.0000000002
159	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-09	12028.0	Count	1071706.0000000002
160	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-10	12121.0	Count	1071706.0000000002
161	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-11	12239.0	Count	1071706.0000000002
162	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-12	12360.0	Count	1071706.0000000002
163	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-13	12452.0	Count	1071706.0000000002
164	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-14	12561.0	Count	1071706.0000000002
165	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-15	12645.0	Count	1071706.0000000002
166	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-16	12714.0	Count	1071706.0000000002
167	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-17	12829.0	Count	1071706.0000000002
168	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-18	12919.0	Count	1071706.0000000002
169	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-19	13104.0	Count	1071706.0000000002
170	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-20	13313.0	Count	1071706.0000000002
171	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-21	13362.0	Count	1071706.0000000002
172	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-22	13522.0	Count	1071706.0000000002
173	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-23	13719.0	Count	1071706.0000000002
174	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-24	13992.0	Count	1071706.0000000002
175	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-25	14097.0	Count	1071706.0000000002
176	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-26	14378.0	Count	1071706.0000000002
177	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-27	14618.0	Count	1071706.0000000002
178	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-28	14703.0	Count	1071706.0000000002
179	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-29	14902.0	Count	1071706.0000000002
180	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-30	14950.0	Count	1071706.0000000002
181	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-31	15173.0	Count	1071706.0000000002
182	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-01	15330.0	Count	1071706.0000000002
183	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-02	15451.0	Count	1071706.0000000002
184	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-03	15555.0	Count	1071706.0000000002
185	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-04	15716.0	Count	1071706.0000000002
186	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-05	15742.0	Count	1071706.0000000002
187	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-06	15742.0	Count	1071706.0000000002
188	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-07	15819.0	Count	1071706.0000000002
189	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-08	16031.0	Count	1071706.0000000002
190	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-09	16075.0	Count	1071706.0000000002
191	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-10	16189.0	Count	1071706.0000000002
192	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-11	16334.0	Count	1071706.0000000002
193	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-12	16396.0	Count	1071706.0000000002
194	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-13	16396.0	Count	1071706.0000000002
195	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-14	16577.0	Count	1071706.0000000002
196	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-15	16655.0	Count	1071706.0000000002
197	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-16	16764.0	Count	1071706.0000000002
198	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-17	16872.0	Count	1071706.0000000002
199	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-18	16915.0	Count	1071706.0000000002
200	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-19	16939.0	Count	1071706.0000000002
201	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-20	16939.0	Count	1071706.0000000002
202	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-21	17141.0	Count	1071706.0000000002
203	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-22	17172.0	Count	1071706.0000000002
204	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-23	17310.0	Count	1071706.0000000002
205	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-24	17563.0	Count	1071706.0000000002
206	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-25	17654.0	Count	1071706.0000000002
207	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-26	17654.0	Count	1071706.0000000002
208	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-27	17654.0	Count	1071706.0000000002
209	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-28	17863.0	Count	1071706.0000000002
210	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-29	17870.0	Count	1071706.0000000002
211	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-30	18040.0	Count	1071706.0000000002
212	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-01	18125.0	Count	1071706.0000000002
213	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-02	18290.0	Count	1071706.0000000002
214	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-03	18290.0	Count	1071706.0000000002
215	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-04	18290.0	Count	1071706.0000000002
216	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-05	18603.0	Count	1071706.0000000002
217	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-06	18603.0	Count	1071706.0000000002
218	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-07	18921.0	Count	1071706.0000000002
219	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-08	19056.0	Count	1071706.0000000002
220	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-09	19187.0	Count	1071706.0000000002
221	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-10	19187.0	Count	1071706.0000000002
222	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-11	19187.0	Count	1071706.0000000002
